Observation,Year,Sequence,Terminal Fate
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0004043040000,DORMANT
MEDIUM,Y5,0000440000,DORMANT
MEDIUM,Y5,00000004,DORMANT
MEDIUM,Y5,0040000,DORMANT
MEDIUM,Y5,00000004000,DORMANT
MEDIUM,Y5,00000000333400,DORMANT
MEDIUM,Y5,000000030,DORMANT
MEDIUM,Y5,0000000000,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,0000000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,00000004040400040,DORMANT
MEDIUM,Y5,0033040000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,003330330,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,0033330,LARGE
MEDIUM,Y5,04000,DORMANT
MEDIUM,Y5,000040000,DORMANT
MEDIUM,Y5,00000003000300,DORMANT
MEDIUM,Y5,00300040,LARGE
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000,DORMANT
MEDIUM,Y5,00003,FLORAL
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000300000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000004400,LARGE
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,00000404000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,000304000,DORMANT
MEDIUM,Y5,00000000300000,LARGE
MEDIUM,Y5,000000400,DORMANT
MEDIUM,Y5,00000330000000,DORMANT
MEDIUM,Y5,000033304000,DORMANT
MEDIUM,Y5,000003,DORMANT
MEDIUM,Y5,003040400,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,000034400000,LARGE
MEDIUM,Y5,0300000000030,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000404400400000,FLORAL
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,000040000,DORMANT
MEDIUM,Y5,00000003000,DORMANT
MEDIUM,Y5,00000,LARGE
MEDIUM,Y5,00000004000400000,DORMANT
MEDIUM,Y5,000333443000,FLORAL
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0343043000,DORMANT
MEDIUM,Y5,0000000000,DORMANT
MEDIUM,Y5,0000340400040000,DORMANT
MEDIUM,Y5,000030000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0330333000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000000000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00044000,DORMANT
MEDIUM,Y5,0000033000030,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,003304000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,0000040000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,00004044400,DORMANT
MEDIUM,Y5,0000000000030,DORMANT
MEDIUM,Y5,00000004,LARGE
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0033000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,033300,DORMANT
MEDIUM,Y5,0000033040000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,03343343000,DORMANT
MEDIUM,Y5,0000000404040400,DORMANT
MEDIUM,Y5,000330000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,4000000,DORMANT
MEDIUM,Y5,030000,DORMANT
MEDIUM,Y5,000430,LARGE
MEDIUM,Y5,0000300000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,000000000000,DORMANT
MEDIUM,Y5,0000004040000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,0003000,LARGE
MEDIUM,Y5,0030,DORMANT
MEDIUM,Y5,004044444000,DORMANT
MEDIUM,Y5,00000330004000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00033340000,DORMANT
MEDIUM,Y5,0000004000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00300000,DORMANT
MEDIUM,Y5,0003000,DORMANT
MEDIUM,Y5,0003000,DORMANT
MEDIUM,Y5,000002000000,LARGE
MEDIUM,Y5,00300003000,DORMANT
MEDIUM,Y5,00030000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00040400,DORMANT
MEDIUM,Y5,0000000000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00040444400,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00400000,DORMANT
MEDIUM,Y5,000004040000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,0000004040,MEDIUM
MEDIUM,Y5,00300030300000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,003300000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000034040040430,DORMANT
MEDIUM,Y5,00043040000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00003000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000300,DORMANT
MEDIUM,Y5,0000000033300,DORMANT
MEDIUM,Y5,000003000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0030404000,DORMANT
MEDIUM,Y5,00004004004000300,DORMANT
MEDIUM,Y5,00000300,DORMANT
MEDIUM,Y5,00000300,LARGE
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0000000400400030,DORMANT
MEDIUM,Y5,0333,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,000033300,DORMANT
MEDIUM,Y5,00040400,DORMANT
MEDIUM,Y5,000000444000000,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,0000000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,0000000030,DORMANT
MEDIUM,Y5,000000000000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0000000400,FLORAL
MEDIUM,Y5,00000000000000000,DORMANT
MEDIUM,Y5,0004300300000,DORMANT
MEDIUM,Y5,00000300,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000,LARGE
MEDIUM,Y5,0000043,LARGE
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000004000000,DORMANT
MEDIUM,Y5,003044000,DORMANT
MEDIUM,Y5,033000,DORMANT
MEDIUM,Y5,0030300000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00040000,DORMANT
MEDIUM,Y5,000030000,DORMANT
MEDIUM,Y5,0000443,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000,LARGE
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,0000033300,DORMANT
MEDIUM,Y5,000300000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,0000030,DORMANT
MEDIUM,Y5,000020433300000,FLORAL
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,000000300000,DORMANT
MEDIUM,Y5,00030440404000,DORMANT
MEDIUM,Y5,00040000,DORMANT
MEDIUM,Y5,00330000,DORMANT
MEDIUM,Y5,0003003000,LARGE
MEDIUM,Y5,0030440,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,004000,DORMANT
MEDIUM,Y5,00043043000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000303000,DORMANT
MEDIUM,Y5,0033333304300,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,000000331000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,0,LARGE
MEDIUM,Y5,0030030000,DORMANT
MEDIUM,Y5,000034400000,DORMANT
MEDIUM,Y5,0030000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0000404444040040043,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,0033040000,DORMANT
MEDIUM,Y5,00000004,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,000000000,LARGE
MEDIUM,Y5,00003404000,DORMANT
MEDIUM,Y5,0004044440,DORMANT
MEDIUM,Y5,00000400044000000,DORMANT
MEDIUM,Y5,00030000,LARGE
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00004000,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000320000,DORMANT
MEDIUM,Y5,000030000300,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,00000043,MEDIUM
MEDIUM,Y5,00003330300030,DORMANT
MEDIUM,Y5,000000300,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,030444400,DORMANT
MEDIUM,Y5,003000,DORMANT
MEDIUM,Y5,003000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00004000004004,DORMANT
MEDIUM,Y5,0000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,00000040000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00040000,DORMANT
MEDIUM,Y5,000303000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00400,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,0030000,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,000004000,DORMANT
MEDIUM,Y5,00044040,LARGE
MEDIUM,Y5,000400,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,0400,DORMANT
MEDIUM,Y5,0000300000,DORMANT
MEDIUM,Y5,00334,FLORAL
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0004344440400,DORMANT
MEDIUM,Y5,0000000000000000,DORMANT
MEDIUM,Y5,00000333300300,DORMANT
MEDIUM,Y5,003400003000032,DORMANT
MEDIUM,Y5,0040433333440000,FLORAL
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00003000000100,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,000003304,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000000330,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0003340000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,00,LARGE
MEDIUM,Y5,0400,DORMANT
MEDIUM,Y5,0003303300000,DORMANT
MEDIUM,Y5,0400,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0000404330000012222,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,000340000,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,00000003000,DORMANT
MEDIUM,Y5,000333040300,DORMANT
MEDIUM,Y5,000300400000,DORMANT
MEDIUM,Y5,00040404440000,DORMANT
MEDIUM,Y5,000000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,003303300,DORMANT
MEDIUM,Y5,00030440,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,000000040004000,DORMANT
MEDIUM,Y5,00040000,DORMANT
MEDIUM,Y5,0003000000,DORMANT
MEDIUM,Y5,0000000033000,DORMANT
MEDIUM,Y5,00000,LARGE
MEDIUM,Y5,000003000,DORMANT
MEDIUM,Y5,000400430000,DORMANT
MEDIUM,Y5,00003000,FLORAL
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,000000,FLORAL
MEDIUM,Y5,000044444000400400,DORMANT
MEDIUM,Y5,00000343003000,DORMANT
MEDIUM,Y5,00,DORMANT
MEDIUM,Y5,0044044000000,DORMANT
MEDIUM,Y5,000030000300,DORMANT
MEDIUM,Y5,000000000,DORMANT
MEDIUM,Y5,00000000000,DORMANT
MEDIUM,Y5,0000030,DORMANT
MEDIUM,Y5,00000000,DORMANT
MEDIUM,Y5,000043440400,DORMANT
MEDIUM,Y5,0000000,DORMANT
MEDIUM,Y5,00000,DORMANT
MEDIUM,Y5,0030400,DORMANT
MEDIUM,Y5,000303000,DORMANT
